Report Number,Offense Parent Group,Offense,Offense Code,MCPP,Longitude,Latitude
2020,ROBBERY,Robbery,120,CAPITOL HILL,-122.3205597,47.62525508
2020,ASSAULT OFFENSES,Simple Assault,13B,MOUNT BAKER,-122.2932206,47.5738406
2020,ASSAULT OFFENSES,Intimidation,13C,PIONEER SQUARE,-122.3332002,47.60088199
2020,ROBBERY,Robbery,120,QUEEN ANNE,-122.3561047,47.61860457
2020,ASSAULT OFFENSES,Intimidation,13C,CAPITOL HILL,-122.3207804,47.61407567
2020,ASSAULT OFFENSES,Simple Assault,13B,CAPITOL HILL,-122.3207804,47.61407567
2020,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,-122.348506,47.61807131
2020,ASSAULT OFFENSES,Simple Assault,13B,HIGHLAND PARK,-122.3360281,47.52042665
2020,ASSAULT OFFENSES,Simple Assault,13B,UNIVERSITY,-122.3130238,47.66944207
2020,ROBBERY,Robbery,120,NORTH BEACON HILL,-122.3032572,47.58501972
2020,ASSAULT OFFENSES,Aggravated Assault,13A,BALLARD SOUTH,-122.3771026,47.67600002
2020,ROBBERY,Robbery,120,DOWNTOWN COMMERCIAL,-122.3330981,47.60965503
2020,ASSAULT OFFENSES,Aggravated Assault,13A,ROOSEVELT/RAVENNA,-122.3012964,47.68304722
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,ROOSEVELT/RAVENNA,-122.3012964,47.68304722
2020,LARCENY-THEFT,Shoplifting,23C,DOWNTOWN COMMERCIAL,-122.3350179,47.61090902
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,JUDKINS PARK/NORTH BEACON HILL,-122.3096689,47.59515308
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,GEORGETOWN,-122.3201461,47.54016849
2020,ASSAULT OFFENSES,Aggravated Assault,13A,RAINIER BEACH,-122.2699905,47.52055617
2020,ASSAULT OFFENSES,Simple Assault,13B,GREENWOOD,-122.3540925,47.70363063
2020,ASSAULT OFFENSES,Aggravated Assault,13A,BELLTOWN,-122.3408925,47.61239802
2020,ASSAULT OFFENSES,Simple Assault,13B,CENTRAL AREA/SQUIRE PARK,-122.3102488,47.60622905
2020,ASSAULT OFFENSES,Aggravated Assault,13A,WALLINGFORD,-122.330759,47.66137207
2020,ROBBERY,Robbery,120,ALASKA JUNCTION,-122.386804,47.56021562
2020,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,ALASKA JUNCTION,-122.386804,47.56021562
2020,ASSAULT OFFENSES,Aggravated Assault,13A,NORTHGATE,-122.3380904,47.7123018
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,MOUNT BAKER,-122.2910103,47.57075994
2020,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,-122.347606,47.62032368
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,PIONEER SQUARE,-122.3400927,47.60554493
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,BALLARD SOUTH,-122.3805083,47.67017748
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,NORTHGATE,-122.3221202,47.71585055
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,NORTHGATE,-122.3221202,47.71585055
2020,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,CLAREMONT/RAINIER VISTA,-122.2919705,47.57039063
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,CLAREMONT/RAINIER VISTA,-122.2919705,47.57039063
2020,ROBBERY,Robbery,120,BELLTOWN,-122.3470285,47.61602597
2020,LARCENY-THEFT,All Other Larceny,23H,NORTH BEACON HILL,-122.3050872,47.56110531
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,UNIVERSITY,-122.3195608,47.66222203
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,BALLARD SOUTH,-122.3721705,47.6701687
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,FIRST HILL,-122.3194096,47.60393961
2020,ASSAULT OFFENSES,Intimidation,13C,FIRST HILL,-122.3194096,47.60393961
2020,ASSAULT OFFENSES,Intimidation,13C,DOWNTOWN COMMERCIAL,-122.3415802,47.60885551
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,WALLINGFORD,-122.329071,47.6638011
2020,ASSAULT OFFENSES,Simple Assault,13B,CAPITOL HILL,-122.3283091,47.61508133
2020,ASSAULT OFFENSES,Simple Assault,13B,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,NORTHGATE,-122.3447064,47.70579857
2020,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,NORTHGATE,-122.3447064,47.70579857
2020,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,NORTHGATE,-122.3447064,47.70579857
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SODO,-122.329056,47.58085134
2020,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,SODO,-122.329056,47.58085134
2020,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,DOWNTOWN COMMERCIAL,-122.3330404,47.60455383
2020,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,DOWNTOWN COMMERCIAL,-122.3330404,47.60455383
2020,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,CENTRAL AREA/SQUIRE PARK,-122.3027644,47.60563158
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,DOWNTOWN COMMERCIAL,-122.3368905,47.61044025
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,MID BEACON HILL,-122.3105875,47.56052255
2020,ASSAULT OFFENSES,Simple Assault,13B,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,HIGHLAND PARK,-122.3360281,47.52042665
2020,LARCENY-THEFT,Shoplifting,23C,DOWNTOWN COMMERCIAL,-122.3330404,47.60455383
2020,LARCENY-THEFT,All Other Larceny,23H,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3645009,47.53370044
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNIVERSITY,-122.3163007,47.6675054
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,UNIVERSITY,-122.3163007,47.6675054
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,UNIVERSITY,-122.3163007,47.6675054
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SLU/CASCADE,-122.3304204,47.62024434
2020,ASSAULT OFFENSES,Simple Assault,13B,DOWNTOWN COMMERCIAL,-122.3314085,47.60276918
2020,LARCENY-THEFT,Theft From Building,23D,QUEEN ANNE,-122.360002,47.62095315
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BALLARD SOUTH,-122.3800557,47.66608436
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,BALLARD SOUTH,-122.3800557,47.66608436
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,NORTHGATE,-122.3131081,47.70853181
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,UNIVERSITY,-122.3152507,47.66401157
2020,ASSAULT OFFENSES,Simple Assault,13B,UNIVERSITY,-122.3152507,47.66401157
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,ROOSEVELT/RAVENNA,-122.3271603,47.67844054
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,ROOSEVELT/RAVENNA,-122.3271603,47.67844054
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SOUTH BEACON HILL,-122.2807765,47.53072728
2020,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,CAPITOL HILL,-122.3208729,47.61990775
2020,ASSAULT OFFENSES,Aggravated Assault,13A,BRIGHTON/DUNLAP,-122.2783036,47.53154302
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BRIGHTON/DUNLAP,-122.2783036,47.53154302
2020,ASSAULT OFFENSES,Simple Assault,13B,MILLER PARK,-122.312048,47.62050127
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,QUEEN ANNE,-122.3473024,47.64503039
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,CHINATOWN/INTERNATIONAL DISTRICT,-122.3250637,47.59709367
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,MADRONA/LESCHI,-122.2903108,47.61463062
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,GREENWOOD,-122.3554078,47.70082114
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,COLUMBIA CITY,-122.2833007,47.56073618
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,DOWNTOWN COMMERCIAL,-122.3408737,47.60640699
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,-122.3304204,47.62024434
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,NORTHGATE,-122.3340168,47.7100236
2020,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,UNIVERSITY,-122.3208502,47.65670623
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,NORTHGATE,-122.3340168,47.7100236
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,MADISON PARK,-122.2771007,47.63802564
2020,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,MADISON PARK,-122.2771007,47.63802564
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020,ASSAULT OFFENSES,Intimidation,13C,MOUNT BAKER,-122.2910103,47.57075994
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,MOUNT BAKER,-122.2910103,47.57075994
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,ALASKA JUNCTION,-122.386804,47.56021562
2020,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CAPITOL HILL,-122.3201136,47.61408041
2020,ASSAULT OFFENSES,Aggravated Assault,13A,DOWNTOWN COMMERCIAL,-122.3320622,47.60348389
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,FIRST HILL,-122.3270688,47.60557243
2020,ARSON,Arson,200,DOWNTOWN COMMERCIAL,-122.3364302,47.60825971
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BITTERLAKE,-122.3450853,47.73306345
2020,ASSAULT OFFENSES,Aggravated Assault,13A,NORTHGATE,-122.3260141,47.7108808
2020,ASSAULT OFFENSES,Simple Assault,13B,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,-122.3450072,47.62031402
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,-122.3450072,47.62031402
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,-122.3450072,47.62031402
2020,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,-122.3450072,47.62031402
2020,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,-122.3450072,47.62031402
2020,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SLU/CASCADE,-122.3450072,47.62031402
2020,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SLU/CASCADE,-122.3450072,47.62031402
2020,ROBBERY,Robbery,120,SLU/CASCADE,-122.3450072,47.62031402
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,-122.3450072,47.62031402
2020,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,-122.3450072,47.62031402
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,-122.3450072,47.62031402
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,-122.3450072,47.62031402
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,-122.3450072,47.62031402
2020,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,-122.3450072,47.62031402
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,SODO,-122.324043,47.56850246
2020,ASSAULT OFFENSES,Aggravated Assault,13A,BITTERLAKE,-122.3447064,47.70579857
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SODO,-122.3290677,47.57268808
2020,ASSAULT OFFENSES,Simple Assault,13B,BITTERLAKE,-122.3447064,47.70579857
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SODO,-122.3290677,47.57268808
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,BITTERLAKE,-122.3447064,47.70579857
2020,ASSAULT OFFENSES,Aggravated Assault,13A,BITTERLAKE,-122.3447064,47.70579857
2020,FRAUD OFFENSES,Wire Fraud,26E,BITTERLAKE,-122.3447064,47.70579857
2020,ASSAULT OFFENSES,Aggravated Assault,13A,BITTERLAKE,-122.3447064,47.70579857
2020,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,BITTERLAKE,-122.3447064,47.70579857
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,BITTERLAKE,-122.3447064,47.70579857
2020,LARCENY-THEFT,Theft From Building,23D,BITTERLAKE,-122.3447064,47.70579857
2020,LARCENY-THEFT,All Other Larceny,23H,BITTERLAKE,-122.3447064,47.70579857
2020,ASSAULT OFFENSES,Simple Assault,13B,BITTERLAKE,-122.3447064,47.70579857
2020,LARCENY-THEFT,All Other Larceny,23H,BITTERLAKE,-122.3447064,47.70579857
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SODO,-122.3290677,47.57268808
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SODO,-122.3290677,47.57268808
2020,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,BITTERLAKE,-122.3447064,47.70579857
2020,ASSAULT OFFENSES,Simple Assault,13B,BITTERLAKE,-122.3447064,47.70579857
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,BITTERLAKE,-122.3447064,47.70579857
2020,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,BITTERLAKE,-122.3447064,47.70579857
2020,LARCENY-THEFT,All Other Larceny,23H,SODO,-122.3290677,47.57268808
2020,ASSAULT OFFENSES,Simple Assault,13B,BITTERLAKE,-122.3447064,47.70579857
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SODO,-122.3290677,47.57268808
2020,ASSAULT OFFENSES,Intimidation,13C,BITTERLAKE,-122.3447064,47.70579857
2020,ASSAULT OFFENSES,Simple Assault,13B,BITTERLAKE,-122.3447064,47.70579857
2020,LARCENY-THEFT,Theft From Building,23D,BITTERLAKE,-122.3447064,47.70579857
2020,LARCENY-THEFT,All Other Larceny,23H,BITTERLAKE,-122.3447064,47.70579857
2020,LARCENY-THEFT,Theft From Building,23D,BITTERLAKE,-122.3447064,47.70579857
2020,ASSAULT OFFENSES,Aggravated Assault,13A,BITTERLAKE,-122.3447064,47.70579857
2020,ASSAULT OFFENSES,Simple Assault,13B,BITTERLAKE,-122.3447064,47.70579857
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CENTRAL AREA/SQUIRE PARK,-122.3041593,47.61808643
2020,FRAUD OFFENSES,Identity Theft,26F,CAPITOL HILL,-122.3156304,47.6205298
2020,LARCENY-THEFT,All Other Larceny,23H,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,LARCENY-THEFT,Theft From Building,23D,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,LARCENY-THEFT,All Other Larceny,23H,CENTRAL AREA/SQUIRE PARK,-122.3036502,47.61842015
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,CAPITOL HILL,-122.3156304,47.6205298
2020,ASSAULT OFFENSES,Aggravated Assault,13A,CAPITOL HILL,-122.3156304,47.6205298
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CAPITOL HILL,-122.3156304,47.6205298
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CAPITOL HILL,-122.3156304,47.6205298
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,CAPITOL HILL,-122.3156304,47.6205298
2020,FRAUD OFFENSES,Identity Theft,26F,CAPITOL HILL,-122.3156304,47.6205298
2020,ASSAULT OFFENSES,Aggravated Assault,13A,CAPITOL HILL,-122.3156304,47.6205298
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CAPITOL HILL,-122.3156304,47.6205298
2020,FRAUD OFFENSES,Identity Theft,26F,CAPITOL HILL,-122.3156304,47.6205298
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,CAPITOL HILL,-122.3156304,47.6205298
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,ASSAULT OFFENSES,Intimidation,13C,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,LARCENY-THEFT,Shoplifting,23C,CENTRAL AREA/SQUIRE PARK,-122.3041593,47.61808643
2020,LARCENY-THEFT,All Other Larceny,23H,CENTRAL AREA/SQUIRE PARK,-122.3041593,47.61808643
2020,ASSAULT OFFENSES,Intimidation,13C,CENTRAL AREA/SQUIRE PARK,-122.3041593,47.61808643
2020,ASSAULT OFFENSES,Aggravated Assault,13A,CENTRAL AREA/SQUIRE PARK,-122.3041593,47.61808643
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,ASSAULT OFFENSES,Simple Assault,13B,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CENTRAL AREA/SQUIRE PARK,-122.3025748,47.61802062
2020,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,PIONEER SQUARE,-122.3332002,47.60088199
2020,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,PIONEER SQUARE,-122.3332002,47.60088199
2020,ASSAULT OFFENSES,Aggravated Assault,13A,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,ASSAULT OFFENSES,Intimidation,13C,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,ASSAULT OFFENSES,Simple Assault,13B,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,ASSAULT OFFENSES,Intimidation,13C,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,ASSAULT OFFENSES,Simple Assault,13B,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,LARCENY-THEFT,All Other Larceny,23H,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,ASSAULT OFFENSES,Simple Assault,13B,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,ASSAULT OFFENSES,Intimidation,13C,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,ASSAULT OFFENSES,Simple Assault,13B,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,FRAUD OFFENSES,Identity Theft,26F,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,CHINATOWN/INTERNATIONAL DISTRICT,-122.3230989,47.59750864
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,LARCENY-THEFT,Theft From Building,23D,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,LARCENY-THEFT,All Other Larceny,23H,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,LARCENY-THEFT,All Other Larceny,23H,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,LARCENY-THEFT,Theft From Building,23D,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020,FRAUD OFFENSES,Identity Theft,26F,MADRONA/LESCHI,-122.3022364,47.60032113
2020,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,SODO,-122.329058,47.5850737
2020,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,SODO,-122.329058,47.5850737
2020,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,SODO,-122.329058,47.5850737
2020,ASSAULT OFFENSES,Simple Assault,13B,DOWNTOWN COMMERCIAL,-122.3350179,47.61090902
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,NORTHGATE,-122.3204942,47.70539294
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CHINATOWN/INTERNATIONAL DISTRICT,-122.3270102,47.60003307
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,QUEEN ANNE,-122.3484904,47.63528014
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,-122.3350608,47.62201555
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,-122.3350608,47.62201555
2020,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,CENTRAL AREA/SQUIRE PARK,-122.3063497,47.60267346
2020,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,CENTRAL AREA/SQUIRE PARK,-122.3063497,47.60267346
2020,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,CENTRAL AREA/SQUIRE PARK,-122.3063497,47.60267346
2020,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,CENTRAL AREA/SQUIRE PARK,-122.3063497,47.60267346
2020,LARCENY-THEFT,Shoplifting,23C,DOWNTOWN COMMERCIAL,-122.3350179,47.61090902
2020,ASSAULT OFFENSES,Aggravated Assault,13A,BRIGHTON/DUNLAP,-122.277071,47.54601824
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BRIGHTON/DUNLAP,-122.277071,47.54601824
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,HIGH POINT,-122.3630487,47.54037688
2020,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,MONTLAKE/PORTAGE BAY,-122.3200608,47.64045106
2020,ASSAULT OFFENSES,Aggravated Assault,13A,NORTHGATE,-122.3380904,47.7123018
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,FREMONT,-122.3500358,47.66107885
2020,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,CAPITOL HILL,-122.3204074,47.61523808
2020,ASSAULT OFFENSES,Aggravated Assault,13A,BRIGHTON/DUNLAP,-122.274091,47.54247026
2020,ASSAULT OFFENSES,Simple Assault,13B,LAKEWOOD/SEWARD PARK,-122.258073,47.55061696
2020,FRAUD OFFENSES,Identity Theft,26F,UNKNOWN,-122.3207514,47.60684371
2020,FRAUD OFFENSES,Identity Theft,26F,LAKEWOOD/SEWARD PARK,-122.258073,47.55061696
2020,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,CENTRAL AREA/SQUIRE PARK,-122.307427,47.61600018
2020,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,DOWNTOWN COMMERCIAL,-122.3406699,47.60786035
2020,FRAUD OFFENSES,Identity Theft,26F,PIGEON POINT,-122.3590503,47.5692402
2020,FRAUD OFFENSES,Identity Theft,26F,NORTH ADMIRAL,-122.3852097,47.5802457
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,MILLER PARK,-122.3054249,47.61850002
2020,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,WALLINGFORD,-122.3401992,47.65340205
2020,FRAUD OFFENSES,Identity Theft,26F,SLU/CASCADE,-122.3410815,47.62029929
2020,LARCENY-THEFT,Theft From Motor Vehicle,23F,CAPITOL HILL,-122.3268036,47.6167093
